loan_amnt,term,annual_inc,purpose,home_ownership,outcome
9600,36 months,55000,debt_consolidation,MORTGAGE,default
6000,36 months,70000,small_business,RENT,paid off
3200,36 months,75000,debt_consolidation,MORTGAGE,paid off
7500,36 months,43000,debt_consolidation,RENT,paid off
12000,36 months,84000,debt_consolidation,RENT,default
16000,60 months,36000,credit_card,MORTGAGE,default
6800,36 months,52852,debt_consolidation,RENT,default
20000,36 months,54211,debt_consolidation,RENT,default
16000,60 months,55000,debt_consolidation,RENT,default
5875,36 months,25550,vacation,OWN,paid off
9900,36 months,30000,credit_card,MORTGAGE,paid off
5800,36 months,20000,debt_consolidation,RENT,default
6625,36 months,41000,debt_consolidation,MORTGAGE,default
7000,36 months,45000,major_purchase,MORTGAGE,default
17000,36 months,78500,credit_card,MORTGAGE,default
20000,60 months,60000,debt_consolidation,MORTGAGE,paid off
35000,60 months,123480,debt_consolidation,RENT,default
20000,36 months,85000,debt_consolidation,RENT,default
2400,36 months,95000,other,RENT,paid off
3500,36 months,36000,debt_consolidation,OWN,paid off
11200,60 months,46000,debt_consolidation,RENT,paid off
8500,60 months,71000,debt_consolidation,MORTGAGE,paid off
12000,36 months,27000,debt_consolidation,RENT,default
20000,36 months,78000,debt_consolidation,MORTGAGE,paid off
9750,36 months,30000,debt_consolidation,MORTGAGE,default
9450,36 months,35000,debt_consolidation,RENT,default
16100,36 months,70000,debt_consolidation,RENT,default
9500,36 months,105000,home_improvement,MORTGAGE,paid off
7000,36 months,60000,debt_consolidation,MORTGAGE,default
25450,60 months,72000,debt_consolidation,MORTGAGE,default
3000,36 months,30000,moving,RENT,default
25000,60 months,159996,debt_consolidation,MORTGAGE,paid off
10800,36 months,72000,debt_consolidation,RENT,paid off
28000,60 months,190000,debt_consolidation,MORTGAGE,default
4575,36 months,28186,credit_card,RENT,default
16000,36 months,60000,credit_card,RENT,default
4000,36 months,39000,debt_consolidation,RENT,paid off
18000,36 months,58000,debt_consolidation,MORTGAGE,paid off
3000,36 months,32640,debt_consolidation,RENT,paid off
12000,60 months,34000,debt_consolidation,MORTGAGE,default
4950,36 months,45000,debt_consolidation,MORTGAGE,default
16000,36 months,72000,debt_consolidation,MORTGAGE,paid off
20000,36 months,198000,debt_consolidation,RENT,paid off
10000,36 months,82000,debt_consolidation,MORTGAGE,default
20000,36 months,63000,credit_card,MORTGAGE,default
7750,36 months,29000,credit_card,MORTGAGE,paid off
7000,60 months,75000,credit_card,MORTGAGE,default
3750,36 months,86864,major_purchase,MORTGAGE,paid off
10000,36 months,66000,debt_consolidation,RENT,paid off
15075,36 months,40000,credit_card,MORTGAGE,default
24000,36 months,94000,debt_consolidation,MORTGAGE,default
26500,60 months,60000,debt_consolidation,RENT,default
24000,60 months,132000,debt_consolidation,MORTGAGE,default
21725,60 months,60000,debt_consolidation,MORTGAGE,default
24575,36 months,63000,other,RENT,default
15000,36 months,86000,debt_consolidation,MORTGAGE,paid off
12000,36 months,106000,debt_consolidation,RENT,paid off
13600,36 months,38407,debt_consolidation,OWN,default
10000,36 months,84456,other,RENT,paid off
12800,36 months,228000,credit_card,MORTGAGE,paid off
10600,60 months,72800,car,MORTGAGE,default
15500,36 months,40500,debt_consolidation,RENT,default
5000,36 months,42000,debt_consolidation,RENT,paid off
23325,60 months,58000,debt_consolidation,RENT,paid off
30000,36 months,70000,credit_card,RENT,default
6600,36 months,30000,other,RENT,default
5000,36 months,39000,debt_consolidation,RENT,paid off
20475,36 months,60000,debt_consolidation,RENT,default
8400,36 months,43480,credit_card,RENT,paid off
19800,36 months,106000,debt_consolidation,MORTGAGE,paid off
25000,60 months,67500,debt_consolidation,MORTGAGE,default
7200,36 months,125000,credit_card,MORTGAGE,paid off
17275,60 months,72108,debt_consolidation,MORTGAGE,default
10000,36 months,65000,home_improvement,MORTGAGE,paid off
21325,60 months,59000,debt_consolidation,RENT,default
20500,36 months,45000,debt_consolidation,MORTGAGE,default
10000,36 months,75000,debt_consolidation,RENT,default
1800,36 months,25000,other,RENT,default
16425,36 months,37366,credit_card,MORTGAGE,paid off
2500,36 months,119004,other,RENT,paid off
35000,60 months,300000,home_improvement,MORTGAGE,paid off
11325,36 months,33000,debt_consolidation,RENT,paid off
4800,36 months,45000,debt_consolidation,RENT,paid off
1000,36 months,28000,debt_consolidation,RENT,paid off
10000,36 months,70000,other,OWN,default
8000,36 months,160000,vacation,RENT,paid off
1500,36 months,42000,vacation,RENT,default
10200,36 months,55000,debt_consolidation,OWN,paid off
4625,60 months,26000,car,RENT,default
16000,36 months,65000,debt_consolidation,OWN,paid off
18000,36 months,171000,debt_consolidation,MORTGAGE,paid off
21000,60 months,110000,credit_card,OWN,paid off
9600,36 months,86500,credit_card,RENT,paid off
21200,60 months,60000,debt_consolidation,MORTGAGE,default
6000,36 months,83000,debt_consolidation,RENT,paid off
12000,36 months,60000,credit_card,OWN,paid off
29700,60 months,70000,debt_consolidation,MORTGAGE,paid off
14000,36 months,145000,credit_card,MORTGAGE,paid off
17600,36 months,102747,credit_card,RENT,paid off
28000,36 months,165000,credit_card,OWN,paid off
17500,36 months,35000,debt_consolidation,OWN,default
5000,36 months,12000,medical,RENT,default
12000,36 months,42000,debt_consolidation,RENT,default
5000,36 months,95000,major_purchase,MORTGAGE,paid off
20000,36 months,95000,debt_consolidation,MORTGAGE,paid off
8500,36 months,50000,debt_consolidation,MORTGAGE,default
10000,36 months,66000,credit_card,MORTGAGE,default
3250,36 months,45500,home_improvement,MORTGAGE,paid off
10000,36 months,40400,credit_card,RENT,default
18000,60 months,55000,debt_consolidation,RENT,paid off
6500,36 months,22000,debt_consolidation,MORTGAGE,paid off
12000,36 months,70000,credit_card,OWN,default
35000,36 months,85000,debt_consolidation,MORTGAGE,paid off
8000,36 months,145000,debt_consolidation,MORTGAGE,paid off
16800,36 months,69500,debt_consolidation,OWN,paid off
4500,36 months,55000,debt_consolidation,OWN,paid off
6000,36 months,21000,debt_consolidation,RENT,default
8000,36 months,47000,debt_consolidation,RENT,paid off
8400,36 months,85000,debt_consolidation,RENT,paid off
24000,60 months,85000,debt_consolidation,MORTGAGE,default
3625,36 months,105000,debt_consolidation,MORTGAGE,paid off
20000,36 months,105000,debt_consolidation,MORTGAGE,paid off
4000,36 months,33048,credit_card,RENT,default
11050,36 months,45000,debt_consolidation,MORTGAGE,paid off
6400,36 months,60000,debt_consolidation,RENT,paid off
7500,36 months,44720,debt_consolidation,RENT,paid off
15800,36 months,36000,debt_consolidation,RENT,paid off
12000,36 months,41830,credit_card,RENT,default
35000,60 months,116000,debt_consolidation,MORTGAGE,paid off
9600,36 months,36000,debt_consolidation,RENT,default
2100,36 months,15000,other,RENT,paid off
10375,36 months,54000,debt_consolidation,MORTGAGE,default
7500,36 months,28128,debt_consolidation,RENT,default
10000,36 months,90000,small_business,MORTGAGE,default
6000,36 months,50000,credit_card,OWN,paid off
7200,36 months,22800,home_improvement,OWN,default
10000,36 months,102000,home_improvement,MORTGAGE,paid off
12000,36 months,60000,debt_consolidation,RENT,paid off
8500,60 months,48000,debt_consolidation,MORTGAGE,default
20000,36 months,69000,credit_card,RENT,default
12000,36 months,75000,debt_consolidation,MORTGAGE,paid off
5000,36 months,30000,credit_card,OWN,paid off
12000,36 months,60000,debt_consolidation,RENT,default
6000,36 months,58000,credit_card,RENT,paid off
9000,36 months,28800,debt_consolidation,RENT,default
9750,36 months,62000,credit_card,MORTGAGE,default
7500,36 months,40000,credit_card,MORTGAGE,default
21600,60 months,45000,credit_card,RENT,default
16000,60 months,73000,debt_consolidation,RENT,paid off
10500,36 months,30000,debt_consolidation,RENT,default
15000,36 months,40000,debt_consolidation,MORTGAGE,default
15000,36 months,28896,debt_consolidation,RENT,paid off
8000,36 months,92000,credit_card,MORTGAGE,paid off
17000,60 months,72000,debt_consolidation,RENT,default
9450,36 months,28000,debt_consolidation,MORTGAGE,paid off
6000,36 months,45600,major_purchase,RENT,default
12000,36 months,150000,small_business,MORTGAGE,paid off
12000,36 months,40000,debt_consolidation,RENT,paid off
13600,36 months,57700,debt_consolidation,MORTGAGE,default
11200,36 months,38000,debt_consolidation,RENT,paid off
35000,60 months,75705,home_improvement,MORTGAGE,default
12000,36 months,102000,home_improvement,MORTGAGE,paid off
20000,60 months,80000,debt_consolidation,RENT,paid off
7750,36 months,51000,debt_consolidation,MORTGAGE,paid off
35000,60 months,78000,debt_consolidation,OWN,paid off
7950,36 months,57000,debt_consolidation,MORTGAGE,default
7575,36 months,34700,debt_consolidation,OWN,default
10000,36 months,98000,other,MORTGAGE,paid off
4025,36 months,17604,credit_card,MORTGAGE,default
5000,36 months,55992,home_improvement,MORTGAGE,paid off
28000,36 months,80000,small_business,MORTGAGE,default
12500,36 months,70004,debt_consolidation,RENT,paid off
30000,60 months,156000,debt_consolidation,RENT,default
10500,36 months,30000,debt_consolidation,MORTGAGE,paid off
8000,36 months,34800,credit_card,RENT,paid off
20000,36 months,109000,home_improvement,MORTGAGE,paid off
4000,36 months,30000,credit_card,OWN,paid off
17500,36 months,44000,debt_consolidation,RENT,paid off
5600,36 months,67000,moving,MORTGAGE,paid off
5600,36 months,34444,debt_consolidation,RENT,paid off
9000,36 months,345000,debt_consolidation,MORTGAGE,paid off
18000,36 months,105980,credit_card,RENT,paid off
20000,36 months,76000,credit_card,RENT,default
13475,36 months,70000,debt_consolidation,MORTGAGE,default
5600,36 months,47320,debt_consolidation,RENT,default
10850,36 months,26000,credit_card,RENT,default
16500,36 months,70000,debt_consolidation,RENT,paid off
29100,36 months,78000,debt_consolidation,MORTGAGE,default
9100,36 months,34000,home_improvement,MORTGAGE,default
20000,36 months,105000,debt_consolidation,MORTGAGE,paid off
17475,60 months,38900,debt_consolidation,MORTGAGE,paid off
26500,60 months,51000,debt_consolidation,MORTGAGE,default
25975,60 months,65000,debt_consolidation,MORTGAGE,default
12000,36 months,72000,credit_card,RENT,paid off
35000,36 months,105000,debt_consolidation,MORTGAGE,default
15000,36 months,94000,debt_consolidation,MORTGAGE,paid off
8600,36 months,43600,debt_consolidation,RENT,default
16100,60 months,45000,debt_consolidation,RENT,default
31825,36 months,77000,debt_consolidation,RENT,default
2500,36 months,32004,other,RENT,default
20000,36 months,105000,debt_consolidation,MORTGAGE,paid off
30000,60 months,97500,debt_consolidation,MORTGAGE,default
1200,36 months,42000,other,RENT,default
8000,36 months,99000,debt_consolidation,RENT,paid off
13225,60 months,50000,debt_consolidation,MORTGAGE,default
24000,60 months,120000,home_improvement,MORTGAGE,paid off
10000,36 months,35000,credit_card,OWN,default
6350,36 months,43000,debt_consolidation,MORTGAGE,paid off
13600,36 months,60000,credit_card,RENT,default
6000,36 months,45000,debt_consolidation,RENT,paid off
12000,60 months,68000,debt_consolidation,MORTGAGE,default
4000,36 months,40000,medical,RENT,paid off
20000,36 months,54800,debt_consolidation,RENT,default
12000,36 months,176000,debt_consolidation,RENT,paid off
22000,36 months,55000,debt_consolidation,RENT,default
16000,60 months,52000,debt_consolidation,MORTGAGE,paid off
12000,36 months,130000,debt_consolidation,RENT,paid off
17600,36 months,58000,debt_consolidation,MORTGAGE,default
10000,36 months,32000,debt_consolidation,OWN,default
24250,60 months,74496,debt_consolidation,MORTGAGE,default
8800,36 months,57996,other,MORTGAGE,paid off
20000,36 months,100000,debt_consolidation,RENT,paid off
23000,36 months,79500,debt_consolidation,MORTGAGE,paid off
24000,60 months,60000,house,OWN,paid off
3600,36 months,14400,debt_consolidation,RENT,paid off
17625,60 months,40000,debt_consolidation,RENT,default
35000,36 months,150000,debt_consolidation,MORTGAGE,default
13225,36 months,50000,house,OWN,paid off
1000,36 months,58000,major_purchase,MORTGAGE,paid off
18000,60 months,85000,credit_card,MORTGAGE,paid off
10625,36 months,35000,debt_consolidation,MORTGAGE,default
5500,36 months,48984,debt_consolidation,MORTGAGE,paid off
9550,36 months,53000,credit_card,RENT,paid off
8100,36 months,53000,credit_card,RENT,paid off
12000,36 months,115000,debt_consolidation,MORTGAGE,default
5000,36 months,38000,debt_consolidation,RENT,default
9800,36 months,75000,car,MORTGAGE,paid off
7000,36 months,38000,small_business,MORTGAGE,paid off
8000,36 months,43000,debt_consolidation,RENT,paid off
17375,36 months,48000,home_improvement,MORTGAGE,paid off
9600,36 months,68000,debt_consolidation,MORTGAGE,paid off
23850,36 months,75000,wedding,RENT,paid off
8500,36 months,50000,debt_consolidation,MORTGAGE,paid off
2750,36 months,62000,other,RENT,default
18000,36 months,170000,debt_consolidation,MORTGAGE,default
25000,36 months,480000,small_business,MORTGAGE,paid off
15850,36 months,40000,debt_consolidation,RENT,paid off
12250,60 months,35000,credit_card,MORTGAGE,default
13000,60 months,25000,major_purchase,RENT,default
6100,36 months,23748,home_improvement,MORTGAGE,default
9450,36 months,40500,debt_consolidation,RENT,default
7250,36 months,42000,debt_consolidation,MORTGAGE,default
30000,36 months,150000,debt_consolidation,MORTGAGE,paid off
9500,36 months,35000,moving,OWN,default
15000,36 months,70000,credit_card,MORTGAGE,paid off
12000,36 months,75000,credit_card,MORTGAGE,paid off
2000,60 months,37440,debt_consolidation,RENT,default
14600,36 months,84000,small_business,MORTGAGE,default
15000,36 months,105000,debt_consolidation,RENT,paid off
20000,60 months,40000,credit_card,RENT,default
6500,36 months,40100,debt_consolidation,RENT,paid off
15200,60 months,50000,debt_consolidation,MORTGAGE,paid off
15000,36 months,40000,debt_consolidation,MORTGAGE,default
4800,36 months,63996,other,RENT,default
27975,36 months,70000,small_business,RENT,paid off
20000,36 months,100000,credit_card,MORTGAGE,default
10000,36 months,162500,debt_consolidation,MORTGAGE,paid off
6000,36 months,65000,other,RENT,paid off
15000,36 months,68500,small_business,MORTGAGE,paid off
15000,36 months,72000,credit_card,MORTGAGE,paid off
10000,36 months,45000,debt_consolidation,RENT,paid off
27300,60 months,52400,debt_consolidation,RENT,default
7350,36 months,55542,debt_consolidation,MORTGAGE,default
3600,36 months,80000,other,RENT,default
10000,36 months,80000,debt_consolidation,RENT,paid off
10000,36 months,60000,debt_consolidation,RENT,default
16600,60 months,55000,credit_card,MORTGAGE,default
18000,36 months,83000,debt_consolidation,RENT,default
4600,36 months,48000,credit_card,MORTGAGE,default
7800,36 months,36358,debt_consolidation,RENT,default
18000,60 months,90000,debt_consolidation,MORTGAGE,default
2400,36 months,27000,medical,RENT,default
3675,36 months,75000,home_improvement,MORTGAGE,default
15500,60 months,55000,credit_card,MORTGAGE,paid off
20000,60 months,61000,debt_consolidation,RENT,default
15000,60 months,51200,debt_consolidation,RENT,default
10000,60 months,128000,debt_consolidation,MORTGAGE,paid off
12000,36 months,93600,credit_card,MORTGAGE,default
30000,60 months,95000,debt_consolidation,MORTGAGE,default
15000,36 months,60000,debt_consolidation,RENT,paid off
7000,60 months,45996,other,MORTGAGE,default
5175,36 months,18000,credit_card,RENT,paid off
3000,36 months,69996,major_purchase,RENT,paid off
8000,36 months,84000,credit_card,MORTGAGE,default
10050,36 months,30000,debt_consolidation,RENT,default
10000,36 months,34000,small_business,MORTGAGE,default
15000,60 months,51936,debt_consolidation,OWN,paid off
9600,36 months,73000,home_improvement,MORTGAGE,paid off
10375,60 months,50000,debt_consolidation,RENT,paid off
1675,36 months,45000,other,MORTGAGE,default
12000,36 months,71240,debt_consolidation,MORTGAGE,default
